date,fund,company,ticker,shares,value,stockPrice,weight,deltaShares,flowValue,deltaValue,deltaPrice,deltaPricePercent,deltaWeight,action
2021-04-21,ARKF,PINDUODUO INC-ADR,PDD,578965.0,72.72,125.61,0.0174,30997.0,3.89,-0.05,-7.19,-0.0541,0.0175,Buy
2021-04-21,ARKF,PING AN HEALTHCARE AND TECHN,1833,4090400.0,51.33,12.55,0.0123,-15600.0,-0.2,0.07,0.07,0.0056,0.025,Sell
2021-04-21,ARKF,PINTEREST INC- CLASS A,PINS,2141480.0,152.73,71.32,0.0366,-8004.0,-0.57,-6.14,-2.59,-0.035,-0.0188,Sell
2021-04-21,ARKF,SCHWAB (CHARLES) CORP,SCHW,722652.0,46.03,63.69,0.011,-2706.0,-0.17,-1.76,-2.19,-0.0332,-0.0179,Sell
2021-04-21,ARKF,SEA LTD-ADR,SE,779886.0,184.4,236.44,0.0442,-2916.0,-0.69,-11.3,-13.56,-0.0542,-0.0391,Sell
2021-04-21,ARKF,SHOPIFY INC - CLASS A,SHOP,150628.0,169.16,1123.01,0.0405,-564.0,-0.63,-4.08,-22.77,-0.0199,-0.0049,Sell
2021-04-21,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,1282767.0,154.75,120.64,0.0371,-4794.0,-0.58,-6.3,-4.44,-0.0355,-0.0211,Sell
2021-04-21,ARKF,SNAP INC - A,SNAP,1914310.0,111.97,58.49,0.0268,-7158.0,-0.42,-4.17,-1.95,-0.0323,-0.0183,Sell
2021-04-21,ARKF,SQUARE INC - A,SQ,1825306.0,448.11,245.5,0.1074,-6822.0,-1.67,-1.36,0.17,0.0007,0.017,Sell
2021-04-21,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,1365429.0,78.21,57.28,0.0187,-5106.0,-0.29,-3.61,-2.42,-0.0405,-0.026,Sell
2021-04-21,ARKF,TELADOC HEALTH INC,TDOC,287364.0,51.99,180.91,0.0125,-1074.0,-0.19,-1.11,-3.18,-0.0173,0.0,Sell
2021-04-21,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,1656739.0,130.22,78.6,0.0312,-6192.0,-0.49,-2.17,-1.01,-0.0127,0.0032,Sell
2021-04-21,ARKF,TWILIO INC - A,TWLO,299722.0,110.19,367.65,0.0264,-1122.0,-0.41,-0.36,0.19,0.0005,0.0154,Sell
2021-04-21,ARKF,WORKDAY INC-CLASS A,WDAY,331829.0,82.93,249.92,0.0199,-1242.0,-0.31,-1.84,-4.59,-0.018,0.0,Sell
2021-04-21,ARKF,YEAHKA LTD,9923,14365600.0,123.64,8.61,0.0296,-52800.0,-0.45,10.85,0.79,0.101,0.117,Sell
2021-04-21,ARKF,Z HOLDINGS CORP,4689,14634230.0,76.08,5.2,0.0182,-54600.0,-0.28,-1.01,-0.05,-0.0095,0.0055,Sell
2021-04-21,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,19384538.0,117.89,6.08,0.0282,-72600.0,-0.44,-2.0,-0.08,-0.013,0.0,Sell
2021-04-21,ARKF,ZILLOW GROUP INC - C,Z,1422647.0,183.81,129.2,0.044,-5316.0,-0.69,-6.11,-3.8,-0.0286,-0.0135,Sell
